D,24,3,2024,T,8,00,1,4,00,2,14,00,3,5,00,4
D,24,3,2024,T,20,00,1,19,00,2,6,00,3,16,00,4
D,24,3,2024,T,14,00,1,10,00,2,18,00,3,9,00,4
D,24,3,2024,T,3,00,1,13,00,2,9,00,3,22,00,4
D,24,3,2024,T,17,00,1,6,00,2,1,00,3,3,00,4
D,24,3,2024,T,9,00,1,23,00,2,22,00,3,17,00,4
D,24,3,2024,T,5,00,1,12,00,2,4,00,3,11,00,4
D,24,3,2024,T,11,00,1,1,00,2,10,00,3,0,00,4
D,24,3,2024,T,22,00,1,15,00,2,12,00,3,20,00,4
D,24,3,2024,T,2,00,1,0,00,2,7,00,3,8,00,4
D,24,3,2024,T,18,00,1,17,00,2,15,00,3,13,00,4
D,24,3,2024,T,7,00,1,21,00,2,3,00,3,2,00,4
D,24,3,2024,T,0,00,1,8,00,2,13,00,3,19,00,4
D,24,3,2024,T,16,00,1,2,00,2,11,00,3,7,00,4
D,24,3,2024,T,21,00,1,3,00,2,20,00,3,14,00,4
D,25,3,2024,T,8,00,1,4,00,2,14,00,3,5,00,4
D,25,3,2024,T,20,00,1,19,00,2,6,00,3,16,00,4
D,25,3,2024,T,14,00,1,10,00,2,18,00,3,9,00,4
D,25,3,2024,T,3,00,1,13,00,2,9,00,3,22,00,4
D,25,3,2024,T,17,00,1,6,00,2,1,00,3,3,00,4
D,25,3,2024,T,9,00,1,23,00,2,22,00,3,17,00,4
D,25,3,2024,T,5,00,1,12,00,2,4,00,3,11,00,4
D,25,3,2024,T,11,00,1,1,00,2,10,00,3,0,00,4
D,25,3,2024,T,22,00,1,15,00,2,12,00,3,20,00,4
D,25,3,2024,T,2,00,1,0,00,2,7,00,3,8,00,4
D,25,3,2024,T,18,00,1,17,00,2,15,00,3,13,00,4
D,25,3,2024,T,7,00,1,21,00,2,3,00,3,2,00,4
D,25,3,2024,T,0,00,1,8,00,2,13,00,3,19,00,4
D,25,3,2024,T,16,00,1,2,00,2,11,00,3,7,00,4
D,25,3,2024,T,21,00,1,3,00,2,20,00,3,14,00,4
D,26,3,2024,T,8,00,1,4,00,2,14,00,3,5,00,4
D,26,3,2024,T,20,00,1,19,00,2,6,00,3,16,00,4
D,26,3,2024,T,14,00,1,10,00,2,18,00,3,9,00,4
D,26,3,2024,T,3,00,1,13,00,2,9,00,3,22,00,4
D,26,3,2024,T,17,00,1,6,00,2,1,00,3,3,00,4
D,26,3,2024,T,9,00,1,23,00,2,22,00,3,17,00,4
D,26,3,2024,T,5,00,1,12,00,2,4,00,3,11,00,4
D,26,3,2024,T,11,00,1,1,00,2,10,00,3,0,00,4
D,26,3,2024,T,22,00,1,15,00,2,12,00,3,20,00,4
D,26,3,2024,T,2,00,1,0,00,2,7,00,3,8,00,4
D,26,3,2024,T,18,00,1,17,00,2,15,00,3,13,00,4
D,26,3,2024,T,7,00,1,21,00,2,3,00,3,2,00,4
D,26,3,2024,T,0,00,1,8,00,2,13,00,3,19,00,4
D,26,3,2024,T,16,00,1,2,00,2,11,00,3,7,00,4
D,26,3,2024,T,21,00,1,3,00,2,20,00,3,14,00,4
D,27,3,2024,T,8,00,1,4,00,2,14,00,3,5,00,4
D,27,3,2024,T,20,00,1,19,00,2,6,00,3,16,00,4
D,27,3,2024,T,14,00,1,10,00,2,18,00,3,9,00,4
D,27,3,2024,T,3,00,1,13,00,2,9,00,3,22,00,4
D,27,3,2024,T,17,00,1,6,00,2,1,00,3,3,00,4
D,27,3,2024,T,9,00,1,23,00,2,22,00,3,17,00,4
D,27,3,2024,T,5,00,1,12,00,2,4,00,3,11,00,4
D,27,3,2024,T,11,00,1,1,00,2,10,00,3,0,00,4
D,27,3,2024,T,22,00,1,15,00,2,12,00,3,20,00,4
D,27,3,2024,T,2,00,1,0,00,2,7,00,3,8,00,4
D,27,3,2024,T,18,00,1,17,00,2,15,00,3,13,00,4
D,28,3,2024,T,7,00,1,21,00,2,3,00,3,2,00,4
D,28,3,2024,T,0,00,1,8,00,2,13,00,3,19,00,4
D,27,3,2024,T,16,00,1,2,00,2,11,00,3,7,00,4
D,27,3,2024,T,21,00,1,3,00,2,20,00,3,14,00,4